season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Albany (NY),Florida,4,279,0.229,1,0.771,0
2016,Albany (NY),Florida,4,261,0.19,1,0.81,0
2016,Albany (NY),Florida,4,230,0.214,1,0.786,0
2016,Albany (NY),Florida,4,211,0.278,1,0.722,0
2016,Albany (NY),Florida,4,190,0.311,1,0.6890000000000001,0
2016,Albany (NY),Florida,4,167,0.27,1,0.73,0
2016,Albany (NY),Florida,4,160,0.302,1,0.698,0
2016,Albany (NY),Florida,4,154,0.403,1,0.597,0
2016,Albany (NY),Florida,4,128,0.399,1,0.601,0
2016,Albany (NY),Florida,4,124,0.437,1,0.563,0
2016,Albany (NY),Florida,4,120,0.437,1,0.563,0
2016,Albany (NY),Florida,4,113,0.435,1,0.565,0
2016,Albany (NY),Florida,4,101,0.563,1,0.43700000000000006,0
2016,Albany (NY),Florida,4,89,0.603,1,0.397,0
2016,Albany (NY),Florida,4,68,0.662,1,0.33799999999999997,0
2016,Albany (NY),Florida,4,42,0.7,1,0.30000000000000004,0
2016,Albany (NY),Florida,4,11,0.712,1,0.28800000000000003,0
2016,Albany (NY),Florida,4,7,0.901,1,0.09899999999999998,0
2016,Albany (NY),Florida,4,1,0.641,1,0.359,0
2016,Albany (NY),Florida,4,0,1.0,1,0.0,0
2016,Princeton,West Virginia,1,600,0.358,0,0.642,1
2016,Princeton,West Virginia,1,598,0.358,0,0.642,1
2016,Princeton,West Virginia,1,570,0.357,0,0.643,1
2016,Princeton,West Virginia,1,564,0.357,0,0.643,1
2016,Princeton,West Virginia,1,556,0.357,0,0.643,1
2016,Princeton,West Virginia,1,551,0.357,0,0.643,1
2016,Princeton,West Virginia,1,543,0.361,0,0.639,1
2016,Princeton,West Virginia,1,534,0.375,0,0.625,1
2016,Princeton,West Virginia,1,515,0.353,0,0.647,1
2016,Princeton,West Virginia,1,495,0.352,0,0.648,1
2016,Princeton,West Virginia,1,490,0.375,0,0.625,1
2016,Princeton,West Virginia,1,479,0.377,0,0.623,1
2016,Princeton,West Virginia,1,455,0.382,0,0.618,1
2016,Princeton,West Virginia,1,445,0.395,0,0.605,1
2016,Princeton,West Virginia,1,434,0.399,0,0.601,1
2016,Princeton,West Virginia,1,415,0.445,0,0.5549999999999999,1
2016,Princeton,West Virginia,1,404,0.451,0,0.5489999999999999,1
2016,Princeton,West Virginia,1,397,0.414,0,0.5860000000000001,1
2016,Princeton,West Virginia,1,389,0.397,0,0.603,1
2016,Princeton,West Virginia,1,377,0.358,0,0.642,1
2016,Princeton,West Virginia,1,354,0.336,0,0.6639999999999999,1
2016,Princeton,West Virginia,1,337,0.336,0,0.6639999999999999,1
2016,Princeton,West Virginia,1,332,0.36,0,0.64,1
2016,Princeton,West Virginia,1,325,0.406,0,0.594,1
2016,Princeton,West Virginia,1,318,0.406,0,0.594,1
2016,Princeton,West Virginia,1,316,0.43,0,0.5700000000000001,1
2016,Princeton,West Virginia,1,297,0.517,0,0.483,1
2016,Princeton,West Virginia,1,282,0.54,0,0.45999999999999996,1
2016,Princeton,West Virginia,1,265,0.54,0,0.45999999999999996,1
2016,Princeton,West Virginia,1,256,0.517,0,0.483,1
2016,Princeton,West Virginia,1,242,0.541,0,0.45899999999999996,1
2016,Princeton,West Virginia,1,235,0.518,0,0.482,1
2016,Princeton,West Virginia,1,224,0.543,0,0.45699999999999996,1
2016,Princeton,West Virginia,1,199,0.593,0,0.40700000000000003,1
2016,Princeton,West Virginia,1,183,0.548,0,0.45199999999999996,1
2016,Princeton,West Virginia,1,165,0.521,0,0.479,1
2016,Princeton,West Virginia,1,156,0.474,0,0.526,1
2016,Princeton,West Virginia,1,138,0.56,0,0.43999999999999995,1
2016,Princeton,West Virginia,1,119,0.561,0,0.43899999999999995,1
2016,Princeton,West Virginia,1,108,0.51,0,0.49,1
2016,Princeton,West Virginia,1,88,0.487,0,0.513,1
2016,Princeton,West Virginia,1,77,0.51,0,0.49,1
2016,Princeton,West Virginia,1,66,0.511,0,0.489,1
2016,Princeton,West Virginia,1,56,0.485,0,0.515,1
2016,Princeton,West Virginia,1,45,0.511,0,0.489,1
2016,Princeton,West Virginia,1,35,0.482,0,0.518,1
2016,Princeton,West Virginia,1,29,0.402,0,0.598,1
2016,Princeton,West Virginia,1,14,0.373,0,0.627,1
2016,Princeton,West Virginia,1,12,0.401,0,0.599,1
2016,Princeton,West Virginia,1,0,0.386,0,0.614,1
2016,Princeton,West Virginia,2,600,0.372,0,0.628,1
2016,Princeton,West Virginia,2,592,0.401,0,0.599,1
2016,Princeton,West Virginia,2,557,0.37,0,0.63,1
2016,Princeton,West Virginia,2,542,0.398,0,0.602,1
2016,Princeton,West Virginia,2,508,0.372,0,0.628,1
2016,Princeton,West Virginia,2,499,0.399,0,0.601,1
2016,Princeton,West Virginia,2,486,0.445,0,0.5549999999999999,1
2016,Princeton,West Virginia,2,465,0.474,0,0.526,1
2016,Princeton,West Virginia,2,450,0.45,0,0.55,1
2016,Princeton,West Virginia,2,439,0.477,0,0.523,1
2016,Princeton,West Virginia,2,415,0.491,0,0.509,1
